Month_Year,Category,Ship_State,Order_Region,Total_Revenue,Total_Orders,Total_Units_Sold
Mar-2022,SET,TAMIL NADU,Domestic,3219381,3147,3147
May-2022,KURTA,DELHI,Domestic,1059388448,2252032,2200176
Jun-2022,SET,HIMACHAL PRADESH,Domestic,96909767,116439,108047
May-2022,TOP,TELANGANA,Domestic,102931689,199752,193725
,,,,,36392,
Apr-2022,BOTTOM,KERALA,Domestic,26980,76,76
Apr-2022,SET,CHHATTISGARH,Domestic,138042106,179379,170987
Apr-2022,SAREE,KARNATAKA,Domestic,806148,1029,1029
Jun-2022,TOP,ANDAMAN & NICOBAR,Domestic,1749552,2583,2583
May-2022,SET,ODISHA,Domestic,229346017,258054,250711
Jun-2022,SET,BIHAR,Domestic,223871286,259103,252809
May-2022,TOP,JAMMU & KASHMIR,Domestic,5460462,10332,10332
Apr-2022,BOTTOM,JAMMU & KASHMIR,Domestic,7163,19,19
Apr-2022,BLOUSE,DELHI,Domestic,2698956,5850,5850
Jun-2022,KURTA,JAMMU & KASHMIR,Domestic,111101480,237056,229648
Mar-2022,SET,DELHI,Domestic,6788079,8392,8392
Jun-2022,TOP,NAGALAND,Domestic,1063335,4305,2583
Apr-2022,BLOUSE,MAHARASHTRA,Domestic,6051942,12870,11934
Jun-2022,TOP,SIKKIM,Domestic,3289881,4305,4305
Jun-2022,KURTA,UTTARAKHAND,Domestic,204857128,463000,451888
Jun-2022,KURTA,MAHARASHTRA,Domestic,3769090392,8293256,8093240
Jun-2022,SET,ARUNACHAL PRADESH,Domestic,13614971,13637,13637
Apr-2022,BOTTOM,ODISHA,Domestic,25156,76,76
May-2022,SET,,International,2864819,4196,4196
May-2022,KURTA,WEST BENGAL,Domestic,1086127624,2270552,2207584
May-2022,BOTTOM,HARYANA,Domestic,35644,114,114
Mar-2022,KURTA,GUJARAT,Domestic,5481920,14816,14816
Apr-2022,SET,JAMMU & KASHMIR,Domestic,127102085,153154,144762
May-2022,TOP,PUNJAB,Domestic,36457323,72324,68880
May-2022,KURTA,NAGALAND,Domestic,16286488,40744,37040
Jun-2022,KURTA,CHANDIGARH,Domestic,69487040,137048,133344
May-2022,TOP,KERALA,Domestic,40559127,78351,75768
May-2022,BLOUSE,GOA,Domestic,131742,234,234
May-2022,KURTA,ASSAM,Domestic,200175272,448184,433368
Jun-2022,KURTA,WEST BENGAL,Domestic,1037031104,2140912,2063128
Jun-2022,TOP,DADRA AND NAGAR,Domestic,596673,861,861
Apr-2022,KURTA,HIMACHAL PRADESH,Domestic,148308160,388920,370400
Mar-2022,SET,TELANGANA,Domestic,2603618,4196,4196
May-2022,SET,KARNATAKA,Domestic,1516118651,1876661,1815819
Jun-2022,BLOUSE,CHHATTISGARH,Domestic,0,234,0
Apr-2022,KURTA,CHHATTISGARH,Domestic,175636272,437072,411144
Jun-2022,BLOUSE,MADHYA PRADESH,Domestic,569088,936,936
May-2022,KURTA,TELANGANA,Domestic,2288934952,4818904,4704080
Apr-2022,SET,LADAKH,Domestic,14072335,15735,15735
May-2022,SET,RAJASTHAN,Domestic,328248884,386032,362954
May-2022,KURTA,CHHATTISGARH,Domestic,146063536,311136,292616
Apr-2022,BLOUSE,GUJARAT,Domestic,1972386,3510,3510
Apr-2022,BLOUSE,TELANGANA,Domestic,3164616,7254,7020
Jun-2022,SAREE,MAHARASHTRA,Domestic,361032,441,441
May-2022,SET,CHANDIGARH,Domestic,39360578,45107,45107
Mar-2022,TOP,GUJARAT,Domestic,384006,861,861
Apr-2022,SAREE,UTTAR PRADESH,Domestic,595350,735,735
Apr-2022,TOP,CHANDIGARH,Domestic,5612859,10332,10332
Jun-2022,TOP,ASSAM,Domestic,15132075,27552,25830
Apr-2022,SAREE,BIHAR,Domestic,198891,294,294
May-2022,KURTA,,International,9404456,18520,18520
Jun-2022,KURTA,NAGALAND,Domestic,11467584,22224,18520
May-2022,TOP,ODISHA,Domestic,16258263,34440,34440
May-2022,SAREE,MADHYA PRADESH,Domestic,143031,147,147
Jun-2022,SET,MIZORAM,Domestic,9271062,16784,12588
Jun-2022,SAREE,ODISHA,Domestic,238434,294,294
Jun-2022,BLOUSE,ANDHRA PRADESH,Domestic,1162044,1872,1872
Jun-2022,KURTA,RAJSTHAN,Domestic,1929784,3704,3704
May-2022,SET,UTTARAKHAND,Domestic,182814475,216094,208751
Apr-2022,KURTA,UTTAR PRADESH,Domestic,1923987240,4689264,4441096
Apr-2022,KURTA,HARYANA,Domestic,605363240,1485304,1392704
Apr-2022,SAREE,WEST BENGAL,Domestic,277389,294,294
Jun-2022,KURTA,MADHYA PRADESH,Domestic,402795184,892664,855624
May-2022,SAREE,ODISHA,Domestic,375732,441,441
Jun-2022,SAREE,KERALA,Domestic,193746,294,294
May-2022,KURTA,MANIPUR,Domestic,18345912,48152,44448
Apr-2022,KURTA,LADAKH,Domestic,1918672,3704,3704
Jun-2022,SET,MEGHALAYA,Domestic,13668470,23078,18882
Apr-2022,BOTTOM,KARNATAKA,Domestic,125096,399,361
Apr-2022,SET,UTTAR PRADESH,Domestic,1547090376,1940650,1835750
May-2022,KURTA,ODISHA,Domestic,351539232,718576,700056
May-2022,BOTTOM,CHANDIGARH,Domestic,6840,19,19
Apr-2022,SAREE,RAJASTHAN,Domestic,116130,147,147
Jun-2022,KURTA,MEGHALAYA,Domestic,15138248,40744,37040
May-2022,TOP,GUJARAT,Domestic,71939133,142065,139482
May-2022,TOP,AR,Domestic,424473,861,861
Jun-2022,BOTTOM,TELANGANA,Domestic,85709,247,247
Apr-2022,KURTA,ASSAM,Domestic,369336952,922296,866736
Jun-2022,KURTA,PUNJAB,Domestic,272762560,544488,540784
Jun-2022,BLOUSE,TAMIL NADU,Domestic,2809872,5850,5148
May-2022,BLOUSE,ODISHA,Domestic,597636,1170,1170
Apr-2022,BOTTOM,ARUNACHAL PRADESH,Domestic,9842,19,19
Jun-2022,KURTA,MANIPUR,Domestic,26609536,59264,59264
Apr-2022,TOP,ANDAMAN & NICOBAR,Domestic,2483124,4305,4305
Jun-2022,TOP,GUJARAT,Domestic,42503265,68019,68019
Apr-2022,SET,ORISSA,Domestic,626253,1049,1049
Apr-2022,SAREE,DELHI,Domestic,578004,882,882
Jun-2022,BOTTOM,JHARKHAND,Domestic,26239,57,57
Apr-2022,SET,MAHARASHTRA,Domestic,2411874437,3091403,2996993
May-2022,SAREE,DELHI,Domestic,326193,441,441
May-2022,BOTTOM,HIMACHAL PRADESH,Domestic,0,19,0
Apr-2022,BLOUSE,GOA,Domestic,538902,1170,1170
Jun-2022,BLOUSE,TELANGANA,Domestic,1826604,3276,3276
Apr-2022,SET,UTTARAKHAND,Domestic,251968751,310504,295818
Jun-2022,SET,WEST BENGAL,Domestic,382151749,463658,450021
Apr-2022,TOP,KARNATAKA,Domestic,211042293,433944,427917
May-2022,BLOUSE,UTTAR PRADESH,Domestic,3649230,7488,6786
Mar-2022,KURTA,TAMIL NADU,Domestic,10093400,25928,22224
Jun-2022,BOTTOM,ASSAM,Domestic,7201,38,38
May-2022,BOTTOM,ASSAM,Domestic,6840,19,19
Apr-2022,BLOUSE,MANIPUR,Domestic,267462,702,702
Apr-2022,SET,TELANGANA,Domestic,983446941,1258800,1192713
May-2022,KURTA,SIKKIM,Domestic,6544968,14816,14816
Jun-2022,SET,GUJARAT,Domestic,341471529,420649,410159
Apr-2022,KURTA,ODISHA,Domestic,495395184,1163056,1077864
Apr-2022,KURTA,SIKKIM,Domestic,16601328,40744,37040
Apr-2022,SAREE,HARYANA,Domestic,330162,588,441
May-2022,BOTTOM,KERALA,Domestic,48678,133,133
Apr-2022,SET,SIKKIM,Domestic,34937994,44058,43009
Apr-2022,BOTTOM,BIHAR,Domestic,11191,38,38
Jun-2022,KURTA,PUDUCHERRY,Domestic,75446776,155568,151864
May-2022,SET,MANIPUR,Domestic,47235421,55597,54548
Jun-2022,SET,UTTARAKHAND,Domestic,124987301,153154,146860
Jun-2022,BLOUSE,WEST BENGAL,Domestic,833274,1404,1404
Apr-2022,BLOUSE,UTTAR PRADESH,Domestic,4054518,9594,9126
Apr-2022,SET,DADRA AND NAGAR,Domestic,9936128,12588,11539
Apr-2022,BLOUSE,WEST BENGAL,Domestic,2684448,3276,3978
Jun-2022,SAREE,DELHI,Domestic,113484,147,147
May-2022,SAREE,UTTAR PRADESH,Domestic,338247,588,441
Jun-2022,KURTA,TAMIL NADU,Domestic,2510226728,5630080,5511552
May-2022,BOTTOM,KARNATAKA,Domestic,83087,323,285
May-2022,SAREE,BIHAR,Domestic,111132,147,147
Mar-2022,SET,ODISHA,Domestic,1218938,2098,2098
Apr-2022,KURTA,PUDUCHERRY,Domestic,72587288,200016,181496
May-2022,TOP,CHHATTISGARH,Domestic,7521696,15498,15498
Apr-2022,TOP,TRIPURA,Domestic,2669961,6888,6027
Apr-2022,BLOUSE,HIMACHAL PRADESH,Domestic,98046,234,234
Apr-2022,BOTTOM,JHARKHAND,Domestic,16397,38,38
Jun-2022,TOP,CHANDIGARH,Domestic,4823322,7749,7749
Jun-2022,SET,ASSAM,Domestic,148634908,179379,174134
Jun-2022,KURTA,UTTAR PRADESH,Domestic,1453997792,3015056,2959496
May-2022,BOTTOM,UTTAR PRADESH,Domestic,76228,228,209
Jun-2022,KURTA,ASSAM,Domestic,255538960,581528,559304
Apr-2022,KURTA,WEST BENGAL,Domestic,1611973392,3852160,3622512
Jun-2022,BOTTOM,DELHI,Domestic,18848,57,57
Apr-2022,BOTTOM,PUNJAB,Domestic,26144,76,76
May-2022,KURTA,MADHYA PRADESH,Domestic,417166704,877848,855624
May-2022,SET,TELANGANA,Domestic,909945609,1124528,1081519
May-2022,TOP,MADHYA PRADESH,Domestic,23265942,45633,44772
May-2022,BLOUSE,CHHATTISGARH,Domestic,137592,234,234
Apr-2022,KURTA,TAMIL NADU,Domestic,2918414936,6896848,6693128
Jun-2022,BOTTOM,HIMACHAL PRADESH,Domestic,6289,19,19
May-2022,TOP,GOA,Domestic,16111032,35301,34440
Apr-2022,SAREE,TAMIL NADU,Domestic,644154,882,882
Jun-2022,SAREE,ANDHRA PRADESH,Domestic,130095,147,147
Apr-2022,SAREE,UTTARAKHAND,Domestic,192864,294,294
Apr-2022,KURTA,MIZORAM,Domestic,13475152,25928,25928
May-2022,TOP,UTTARAKHAND,Domestic,24005541,55965,46494
Apr-2022,KURTA,,International,6107896,22224,14816
Apr-2022,BOTTOM,MEGHALAYA,Domestic,6251,19,19
Jun-2022,BOTTOM,MADHYA PRADESH,Domestic,22401,76,76
May-2022,KURTA,BIHAR,Domestic,233663136,511152,481520
Jun-2022,TOP,MADHYA PRADESH,Domestic,19484430,35301,34440
Apr-2022,BOTTOM,GUJARAT,Domestic,85101,190,190
May-2022,KURTA,GOA,Domestic,218369320,496336,474112
Apr-2022,BOTTOM,CHANDIGARH,Domestic,4351,19,19
Jun-2022,KURTA,KERALA,Domestic,1221686616,2792816,2674288
Jun-2022,BLOUSE,HARYANA,Domestic,617292,936,936
May-2022,BOTTOM,JHARKHAND,Domestic,16682,38,38
